uw,ug,gradP
0.148937784522003,4.112903225806451,225.0
0.1471168437025796,4.088709677419355,225.0
0.1484825493171472,3.935483870967742,225.0
0.151896813353566,3.814516129032258,225.0
0.1550834597875569,3.733870967741936,225.0
0.1541729893778452,3.596774193548387,225.0
0.1530349013657056,3.4919354838709675,225.0
0.1539453717754173,3.2661290322580645,225.0
0.1544006069802731,3.064516129032258,225.0
0.154855842185129,2.903225806451613,225.0
0.1550834597875569,2.7419354838709675,225.0
0.1555386949924127,2.57258064516129,225.0
0.1559939301972686,2.3951612903225805,225.0
0.1564491654021244,2.225806451612903,225.0
0.1573596358118361,2.0725806451612905,225.0
0.157587253414264,1.935483870967742,225.0
0.1580424886191198,1.7903225806451613,225.0
0.1580424886191198,1.6532258064516128,225.0
0.1584977238239757,1.5564516129032258,225.0
0.1607738998482549,1.4838709677419355,225.0
0.1648710166919575,1.3870967741935485,225.0
0.1685128983308042,1.3225806451612905,225.0
0.1726100151745068,1.2338709677419355,225.0
0.1755690440060698,1.185483870967742,225.0
0.1785280728376327,1.1532258064516128,225.0
0.1826251896813353,1.1048387096774193,225.0
0.1855842185128983,1.0564516129032258,225.0
0.1899089529590288,1.0725806451612905,225.0
0.1942336874051593,1.0483870967741935,225.0
0.1994688922610015,1.0403225806451613,225.0
0.2049317147192716,1.0483870967741935,225.0
0.2106221547799696,1.0161290322580645,225.0
0.2158573596358118,1.032258064516129,225.0
0.2208649468892261,1.0241935483870968,225.0
0.2249620637329286,0.9596774193548386,225.0
0.229742033383915,0.9112903225806452,225.0
0.2336115326251897,0.8629032258064516,225.0
0.1728376327769347,4.693548387096774,300.0
0.174886191198786,4.564516129032258,300.0
0.1760242792109256,4.435483870967742,300.0
0.177617602427921,4.298387096774193,300.0
0.177845220030349,4.217741935483871,300.0
0.1737481031866464,4.169354838709677,300.0
0.1698786039453717,4.153225806451613,300.0
0.1657814871016691,4.112903225806451,300.0
0.1628224582701062,4.080645161290322,300.0
0.160318664643399,4.040322580645161,300.0
0.1610015174506828,3.903225806451613,300.0
0.1619119878603945,3.782258064516129,300.0
0.1646433990895295,3.725806451612903,300.0
0.1673748103186646,3.661290322580645,300.0
0.1703338391502276,3.540322580645161,300.0
0.1726100151745068,3.435483870967742,300.0
0.1710166919575114,3.32258064516129,300.0
0.1703338391502276,3.2016129032258065,300.0
0.1696509863429438,3.0806451612903225,300.0
0.1703338391502276,2.919354838709677,300.0
0.1705614567526555,2.7661290322580645,300.0
0.1705614567526555,2.6451612903225805,300.0
0.1714719271623672,2.419354838709677,300.0
0.1723823975720789,2.2338709677419355,300.0
0.1723823975720789,2.088709677419355,300.0
0.1723823975720789,1.9274193548387093,300.0
0.1728376327769347,1.782258064516129,300.0
0.1769347496206373,1.7258064516129032,300.0
0.1812594840667678,1.629032258064516,300.0
0.1839908952959029,1.5806451612903225,300.0
0.1876327769347496,1.5,300.0
0.1908194233687405,1.4516129032258065,300.0
0.1928679817905918,1.379032258064516,300.0
0.1960546282245827,1.3225806451612905,300.0
0.1999241274658573,1.2983870967741935,300.0
0.2033383915022761,1.2419354838709675,300.0
0.2067526555386949,1.217741935483871,300.0
0.2099393019726859,1.1370967741935485,300.0
0.2158573596358118,1.1370967741935485,300.0
0.2201820940819423,1.1370967741935485,300.0
0.2249620637329286,1.1370967741935485,300.0
0.2288315629742033,1.129032258064516,300.0
0.2320182094081942,1.129032258064516,300.0
0.2358877086494689,1.0725806451612905,300.0
1.7479768786127168,1.0783532536520586,300.0
1.685549132947977,1.0318725099601591,300.0
1.6254335260115609,1.0132802124833995,300.0
1.569942196531792,1.0132802124833995,300.0
1.5213872832369943,0.9853917662682604,300.0
1.4635838150289018,0.9760956175298804,300.0
1.3965317919075146,0.9575033200531208,300.0
1.3502890173410405,0.9296148738379816,300.0
1.267052023121387,0.8831341301460823,300.0
1.1884393063583816,0.8366533864541833,300.0
1.1028901734104046,0.8273572377158035,300.0
1.0104046242774567,0.8180610889774237,300.0
0.9341040462427748,0.8180610889774237,300.0
0.846242774566474,0.7994687915006641,300.0
0.7583815028901735,0.7715803452855245,300.0
0.6728323699421965,0.7529880478087649,300.0
0.5641618497109827,0.7250996015936255,300.0
0.4994219653179191,0.7622841965471447,300.0
0.4531791907514451,0.9760956175298804,300.0
0.4184971098265896,1.1713147410358566,300.0
0.3583815028901734,1.152722443559097,300.0
0.3283236994219653,1.1341301460823374,300.0
0.2867052023121387,1.1341301460823374,300.0
0.2450867052023121,1.1155378486055778,300.0
0.2173410404624277,1.1248339973439576,300.0
0.2034682080924855,1.254980079681275,300.0
0.1872832369942196,1.4316069057104914,300.0
0.1849710982658959,1.5524568393094291,300.0
0.1803468208092485,1.7290836653386454,300.0
1.754913294797688,1.859229747675963,350.0
1.708670520231214,1.822045152722444,350.0
1.6508670520231217,1.7662682602921649,350.0
1.5976878612716765,1.7104913678618858,350.0
1.5421965317919075,1.6361221779548474,350.0
1.4728323699421966,1.608233731739708,350.0
1.4127167630057804,1.5896414342629483,350.0
1.3479768786127169,1.5524568393094291,350.0
1.283236994219653,1.543160690571049,350.0
1.246242774566474,1.5338645418326693,350.0
1.186127167630058,1.4223107569721116,350.0
1.1260115606936416,1.403718459495352,350.0
1.0728323699421969,1.3758300132802126,350.0
1.0127167630057805,1.3479415670650732,350.0
0.9502890173410404,1.2828685258964143,350.0
0.8878612716763006,1.2270916334661357,350.0
0.8092485549132948,1.1899070385126165,350.0
0.7121387283236995,1.1899070385126165,350.0
0.6289017341040463,1.1341301460823374,350.0
0.5595375722543353,1.0969455511288182,350.0
0.5040462427745666,1.0411686586985391,350.0
0.4716763005780347,1.2270916334661357,350.0
0.3884393063583815,1.2270916334661357,350.0
0.3260115606936416,1.199203187250996,350.0
0.2751445086705202,1.1899070385126165,350.0
0.2289017341040462,1.1713147410358566,350.0
0.2127167630057803,1.3758300132802126,350.0
0.1988439306358381,1.7290836653386454,350.0
0.1942336874051593,4.629032258064516,375.0
0.1958270106221548,4.5,375.0
0.1965098634294385,4.354838709677419,375.0
0.1974203338391502,4.225806451612903,375.0
0.1935508345978756,4.193548387096774,375.0
0.1887708649468892,4.145161290322581,375.0
0.1839908952959029,4.129032258064516,375.0
0.1796661608497723,4.096774193548387,375.0
0.1762518968133535,4.056451612903226,375.0
0.1737481031866464,4.0,375.0
0.1737481031866464,3.862903225806452,375.0
0.1753414264036418,3.733870967741936,375.0
0.1757966616084977,3.629032258064516,375.0
0.1789833080424886,3.532258064516129,375.0
0.1821699544764795,3.4516129032258065,375.0
0.1849013657056145,3.3951612903225805,375.0
0.1867223065250379,3.314516129032258,375.0
0.189226100151745,3.217741935483871,375.0
0.1887708649468892,3.0887096774193545,375.0
0.1876327769347496,2.943548387096774,375.0
0.1867223065250379,2.790322580645161,375.0
0.1853566009104704,2.693548387096774,375.0
0.1860394537177541,2.556451612903225,375.0
0.1862670713201821,2.435483870967742,375.0
0.1867223065250379,2.32258064516129,375.0
0.1867223065250379,2.2016129032258065,375.0
0.1871775417298937,2.120967741935484,375.0
0.1903641881638846,2.048387096774193,375.0
0.1930955993930197,1.9596774193548387,375.0
0.1953717754172989,1.9435483870967745,375.0
0.1987860394537177,1.8548387096774197,375.0
0.2026555386949924,1.782258064516129,375.0
0.2065250379362671,1.6935483870967742,375.0
0.2092564491654021,1.629032258064516,375.0
0.2117602427921092,1.5564516129032258,375.0
0.215402124430956,1.4919354838709675,375.0
0.2197268588770864,1.4193548387096775,375.0
0.2249620637329286,1.3548387096774193,375.0
0.2292867981790591,1.2983870967741935,375.0
0.23247344461305,1.2580645161290325,375.0
0.2367981790591805,1.2096774193548387,375.0
0.241122913505311,1.2096774193548387,375.0
1.7526011560693642,2.946879150066401,400.0
1.7248554913294798,2.8818061088977425,400.0
1.685549132947977,2.770252324037185,400.0
1.6416184971098269,2.6772908366533867,400.0
1.6,2.593625498007968,400.0
1.5583815028901735,2.4634794156706508,400.0
1.4867052023121388,2.4262948207171315,400.0
1.4381502890173412,2.3798140770252325,400.0
1.384971098265896,2.3240371845949537,400.0
1.3294797687861273,2.268260292164675,400.0
1.267052023121387,2.1938911022576364,400.0
1.2138728323699424,2.119521912350597,400.0
1.1630057803468208,2.100929614873838,400.0
1.1052023121387284,2.0358565737051797,400.0
1.0520231213872833,1.9335989375830012,400.0
0.9919075144508672,1.8778220451527223,400.0
0.9109826589595376,1.812749003984064,400.0
0.846242774566474,1.7662682602921649,400.0
0.7838150289017342,1.7197875166002656,400.0
0.7375722543352602,1.6826029216467464,400.0
0.6774566473988439,1.5710491367861887,400.0
0.6289017341040463,1.49667994687915,400.0
0.5780346820809249,1.4409030544488712,400.0
0.5225433526011561,1.3944223107569722,400.0
0.4601156069364162,1.3200531208499338,400.0
0.3838150289017341,1.2642762284196547,400.0
0.3098265895953757,1.254980079681275,400.0
0.2566473988439307,1.254980079681275,400.0
0.2358381502890173,1.3944223107569722,400.0
0.2173410404624277,1.6454183266932272,400.0
0.2127167630057803,1.7755644090305445,400.0
0.2081183611532625,5.064516129032258,450.0
0.2099393019726859,4.92741935483871,450.0
0.2117602427921092,4.798387096774193,450.0
0.2140364188163884,4.629032258064516,450.0
0.215402124430956,4.459677419354839,450.0
0.2163125948406676,4.266129032258064,450.0
0.2122154779969651,4.209677419354839,450.0
0.2072078907435508,4.161290322580645,450.0
0.2024279210925645,4.129032258064516,450.0
0.1976479514415781,4.064516129032258,450.0
0.1930955993930197,4.032258064516129,450.0
0.1889984825493171,3.991935483870968,450.0
0.1858118361153262,3.975806451612903,450.0
0.1871775417298937,3.814516129032258,450.0
0.1876327769347496,3.717741935483871,450.0
0.1885432473444613,3.540322580645161,450.0
0.1924127465857359,3.419354838709677,450.0
0.1960546282245827,3.314516129032258,450.0
0.1992412746585736,3.2016129032258065,450.0
0.2033383915022761,3.153225806451613,450.0
0.2074355083459787,3.153225806451613,450.0
0.2097116843702579,3.096774193548387,450.0
0.20948406676783,2.9516129032258065,450.0
0.2081183611532625,2.814516129032258,450.0
0.2065250379362671,2.6370967741935485,450.0
0.2040212443095599,2.532258064516129,450.0
0.203793626707132,2.3629032258064515,450.0
0.2092564491654021,2.2338709677419355,450.0
0.2128983308042488,2.1451612903225805,450.0
0.2174506828528072,2.056451612903225,450.0
0.2215477996965098,1.911290322580645,450.0
0.2258725341426403,1.8306451612903225,450.0
0.229742033383915,1.7661290322580645,450.0
0.2352048558421851,1.6693548387096773,450.0
0.2408952959028831,1.5806451612903225,450.0
0.2449924127465857,1.5080645161290325,450.0
0.2495447647951441,1.4596774193548387,450.0
1.553757225433526,3.7370517928286855,450.0
1.5213872832369943,3.681274900398407,450.0
1.477456647398844,3.5976095617529884,450.0
1.4381502890173412,3.523240371845949,450.0
1.4057803468208094,3.4767596281540505,450.0
1.3710982658959538,3.3837981407702524,450.0
1.3271676300578037,3.262948207171315,450.0
1.2947976878612717,3.1328021248339977,450.0
1.2739884393063583,3.058432934926959,450.0
1.2369942196531791,2.9840637450199203,450.0
1.1791907514450868,2.8911022576361223,450.0
1.1375722543352602,2.8353253652058434,450.0
1.0658959537572257,2.751660026560425,450.0
1.015028901734104,2.6865869853917665,450.0
0.9479768786127168,2.584329349269588,450.0
0.9063583815028904,2.5285524568393094,450.0
0.8647398843930636,2.444887118193891,450.0
0.7953757225433526,2.361221779548473,450.0
0.7421965317919076,2.2868525896414345,450.0
0.700578034682081,2.175298804780877,450.0
0.661271676300578,2.0730411686586985,450.0
0.6011560693641619,1.9428950863213807,450.0
0.5502890173410405,1.8685258964143427,450.0
0.4716763005780347,1.7290836653386454,450.0
0.4138728323699422,1.6175298804780878,450.0
0.3630057803468208,1.5152722443559097,450.0
0.3052023121387283,1.4873837981407705,450.0
0.2566473988439307,1.450199203187251,450.0
0.2404624277456647,1.6361221779548474,450.0
1.3479768786127169,4.452855245683931,500.0
1.299421965317919,4.369189907038513,500.0
1.2508670520231215,4.257636122177955,500.0
1.2023121387283238,4.173970783532536,500.0
1.1583815028901734,4.081009296148738,500.0
1.107514450867052,3.99734395750332,500.0
1.0589595375722545,3.913678618857902,500.0
1.0057803468208093,3.830013280212484,500.0
0.9595375722543352,3.7277556440903057,500.0
0.9202312138728324,3.662682602921647,500.0
0.8786127167630058,3.523240371845949,500.0
0.8346820809248555,3.402390438247012,500.0
0.7907514450867053,3.253652058432935,500.0
0.7606936416184972,3.160690571049137,500.0
0.7121387283236995,2.9654714475431607,500.0
0.6820809248554913,2.863213811420983,500.0
0.6404624277456648,2.807436918990704,500.0
0.584971098265896,2.7423638778220454,500.0
0.5641618497109827,2.593625498007968,500.0
0.5641618497109827,2.444887118193891,500.0
0.5572254335260116,2.2496679946879152,500.0
0.5132947976878613,2.1845949535192566,500.0
0.4647398843930636,2.1474103585657374,500.0
0.4069364161849711,2.0730411686586985,500.0
0.3699421965317919,2.0823373173970783,500.0
0.3375722543352601,1.9800796812749004,500.0
0.2936416184971098,1.8499335989375831,500.0
0.2520231213872833,1.7197875166002656,500.0
0.2427745664739884,1.9335989375830012,500.0
0.238150289017341,2.1845949535192566,500.0
0.2251896813353566,5.241935483870968,525.0
0.2274658573596358,5.137096774193548,525.0
0.2299696509863429,5.016129032258064,525.0
0.2313353566009104,4.838709677419355,525.0
0.2336115326251897,4.661290322580645,525.0
0.2340667678300455,4.475806451612903,525.0
0.2361153262518968,4.298387096774193,525.0
0.2317905918057663,4.209677419354839,525.0
0.2263277693474962,4.137096774193548,525.0
0.2213201820940819,4.112903225806451,525.0
0.2158573596358118,4.088709677419355,525.0
0.2106221547799696,4.048387096774193,525.0
0.2051593323216995,3.991935483870968,525.0
0.1992412746585736,3.9596774193548394,525.0
0.1999241274658573,3.7096774193548394,525.0
0.2035660091047041,3.564516129032258,525.0
0.2065250379362671,3.435483870967742,525.0
0.2122154779969651,3.3951612903225805,525.0
0.2172230652503793,3.3629032258064515,525.0
0.2213201820940819,3.346774193548387,525.0
0.226783004552352,3.3306451612903225,525.0
0.2313353566009104,3.306451612903225,525.0
0.2377086494688922,3.282258064516129,525.0
0.2404400606980273,3.25,525.0
0.2347496206373293,3.193548387096774,525.0
0.2288315629742033,3.096774193548387,525.0
0.2258725341426403,3.048387096774193,525.0
0.229742033383915,2.975806451612903,525.0
0.235432473444613,2.919354838709677,525.0
0.2427162367223065,2.82258064516129,525.0
0.2370257966616085,2.8306451612903225,525.0
0.2349772382397572,2.725806451612903,525.0
0.2331562974203338,2.620967741935484,525.0
0.2381638846737481,2.6048387096774195,525.0
0.2429438543247344,2.596774193548387,525.0
0.247040971168437,2.57258064516129,525.0
0.2502276176024279,2.57258064516129,525.0
1.1352601156069364,5.187250996015936,550.0
1.100578034682081,5.131474103585657,550.0
1.063583815028902,5.057104913678619,550.0
1.0219653179190753,4.9734395750332006,550.0
0.9803468208092486,4.889774236387782,550.0
0.938728323699422,4.815405046480744,550.0
0.9063583815028904,4.787516600265604,550.0
0.8647398843930636,4.713147410358566,550.0
0.8115606936416185,4.629482071713148,550.0
0.7745664739884394,4.53652058432935,550.0
0.723699421965318,4.443559096945552,550.0
0.6774566473988439,4.359893758300133,550.0
0.6242774566473989,4.266932270916334,550.0
0.5572254335260116,4.1181938911022575,550.0
0.515606936416185,4.071713147410359,550.0
0.4670520231213873,3.941567065073041,550.0
0.4115606936416185,3.802124833997344,550.0
0.3630057803468208,3.6905710491367865,550.0
0.3352601156069364,3.579017264276229,550.0
0.2890173410404624,3.393094289508632,550.0
0.254335260115607,3.2908366533864544,550.0
0.2404624277456647,5.410358565737052,600.0
0.2427745664739884,5.280212483399735,600.0
0.2473988439306358,5.150066401062417,600.0
0.2473988439306358,5.0199203187251,600.0
0.2497109826589595,4.9269588313413015,600.0
0.2820809248554913,4.98273572377158,600.0
0.3167630057803468,5.029216467463479,600.0
0.3514450867052023,5.066401062416999,600.0
0.3884393063583815,5.159362549800797,600.0
0.4346820809248555,5.196547144754316,600.0
0.4786127167630058,5.280212483399735,600.0
0.515606936416185,5.345285524568394,600.0
0.5641618497109827,5.363877822045153,600.0
0.6127167630057804,5.447543160690572,600.0
0.6566473988439306,5.494023904382471,600.0
0.7098265895953758,5.577689243027889,600.0
0.7791907514450868,5.652058432934927,600.0
0.823121387283237,5.670650730411687,600.0
0.8670520231213873,5.707835325365206,600.0
