x, y
1.3479768786127169, 4.452855245683931
1.299421965317919, 4.369189907038513
1.2508670520231215, 4.257636122177955
1.2023121387283238, 4.173970783532536
1.1583815028901734, 4.081009296148738
1.107514450867052, 3.99734395750332
1.0589595375722545, 3.913678618857902
1.0057803468208093, 3.8300132802124836
0.9595375722543353, 3.7277556440903057
0.9202312138728325, 3.662682602921647
0.8786127167630058, 3.5232403718459495
0.8346820809248555, 3.402390438247012
0.7907514450867053, 3.253652058432935
0.7606936416184972, 3.160690571049137
0.7121387283236995, 2.9654714475431607
0.6820809248554913, 2.863213811420983
0.6404624277456648, 2.807436918990704
0.584971098265896, 2.7423638778220454
0.5641618497109827, 2.593625498007968
0.5641618497109827, 2.444887118193891
0.5572254335260116, 2.2496679946879152
0.5132947976878613, 2.1845949535192566
0.46473988439306363, 2.1474103585657374
0.4069364161849711, 2.0730411686586985
0.36994219653179194, 2.0823373173970783
0.3375722543352601, 1.9800796812749004
0.29364161849710985, 1.8499335989375831
0.2520231213872833, 1.7197875166002656
0.24277456647398846, 1.9335989375830014
0.23815028901734106, 2.1845949535192566
